CustomerKey,FirstName,LastName,FullName,Age,Gender,FirstPurchaseDate,City,Country
17851,Warren,Tang,Warren Tang,41,Male,26-01-2025,Hof,Germany
17852,Lindsey,Shan,Lindsey Shan,41,Female,08-04-2024,Berlin,Germany
17853,Ernest,Chen,Ernest Chen,47,Male,27-07-2024,Frankfurt am Main,Germany
17854,Shannon,Gomez,Shannon Gomez,46,Male,03-12-2024,Hamburg,Germany
17855,Ronald,Lopez,Ronald Lopez,40,Male,25-05-2024,Bracknell,United Kingdom
17856,Roger,Rai,Roger Rai,39,Male,14-09-2024,Bonn,Germany
17857,Albert,Cabello,Albert Cabello,40,Female,29-06-2024,Eilenburg,Germany
17858,Dalton,Barnes,Dalton Barnes,58,Male,19-11-2024,Oak Bay,Canada
17859,Wyatt,Gonzalez,Wyatt Gonzalez,58,Male,14-09-2024,Lincoln Acres,United States
17860,Noah,Diaz,Noah Diaz,53,Male,06-09-2024,Imperial Beach,United States
17861,Melanie,Blue,Melanie Blue,54,Female,23-11-2024,Cliffside,Canada
17862,Aaron,Baker,Aaron Baker,49,Male,09-09-2024,Renton,United States
17863,Bailey,Cooper,Bailey Cooper,49,Female,01-09-2024,Lemon Grove,United States
17864,Emily,Martinez,Emily Martinez,54,Female,07-09-2024,Port Orchard,United States
17865,Blake,Barnes,Blake Barnes,59,Male,28-11-2024,Langford,Canada
17866,Jack,Baker,Jack Baker,59,Male,11-09-2024,El Cajon,United States
17867,Stephanie,Sanchez,Stephanie Sanchez,47,Female,11-09-2024,Sooke,Canada
17868,Richard,Blue,Richard Blue,53,Male,17-09-2024,Bellflower,United States
17869,Henry,Mehta,Henry Mehta,47,Male,06-09-2024,Beverly Hills,United States
17870,Melissa,Price,Melissa Price,47,Female,02-09-2024,Long Beach,United States
17871,Sydney,Patterson,Sydney Patterson,59,Female,28-09-2024,Woodburn,United States
17872,Robert,Miller,Robert Miller,48,Male,21-10-2024,Issaquah,United States
17873,Alejandro,She,Alejandro She,51,Male,28-09-2023,Bottrop,Germany
17874,Natasha,Alvarez,Natasha Alvarez,53,Female,20-11-2024,Paris,France
17875,Tommy,Anand,Tommy Anand,52,Male,17-05-2024,Paderborn,Germany
17876,Fernando,Harris,Fernando Harris,58,Male,15-05-2024,Paderborn,Germany
17877,Danny,Blanco,Danny Blanco,52,Male,17-05-2024,Saarlouis,Germany
17878,Gabrielle,Sanders,Gabrielle Sanders,53,Female,07-11-2024,Metz,France
17879,Seth,Rivera,Seth Rivera,53,Male,14-04-2024,Kirkby,United Kingdom
17880,Sydney,Hall,Sydney Hall,58,Female,03-03-2024,Bury,United Kingdom
17881,Tamara,Wang,Tamara Wang,48,Female,28-04-2024,London,United Kingdom
17882,Drew,Deng,Drew Deng,58,Male,30-01-2024,Oxford,United Kingdom
17883,Lori,Rubio,Lori Rubio,79,Female,26-08-2024,Orleans,France
17884,Mayra,Schmidt,Mayra Schmidt,83,Female,03-08-2024,Newcastle upon Tyne,United Kingdom
17885,Julio,Carlson,Julio Carlson,58,Male,13-12-2023,Paris,France
17886,Bianca,Harrison,Bianca Harrison,61,Female,27-04-2024,Bracknell,United Kingdom
17887,Joel,Madan,Joel Madan,50,Male,20-09-2024,London,United Kingdom
17888,Mandy,Liu,Mandy Liu,56,Female,09-09-2024,Bracknell,United Kingdom
17889,Blake,Taylor,Blake Taylor,62,Male,03-08-2023,Leeds,United Kingdom
17890,Derrick,Jiménez,Derrick Jiménez,59,Male,01-08-2023,Oxon,United Kingdom
17891,Sharon,Lal,Sharon Lal,64,Female,21-12-2023,Les Ulis,France
17892,Ronnie,Xu,Ronnie Xu,65,Male,27-09-2023,Woolston,United Kingdom
17893,Omar,Rai,Omar Rai,64,Male,21-10-2023,Werne,Germany
17894,Hailey,Simmons,Hailey Simmons,59,Female,11-12-2023,Chatou,France
17895,Allen,Subram,Allen Subram,66,Male,14-04-2024,Gateshead,United Kingdom
17896,Renee,Gutierrez,Renee Gutierrez,60,Female,09-09-2023,West Sussex,United Kingdom
17897,Darrell,Kumar,Darrell Kumar,82,Male,14-12-2023,Morangis,France
17898,Janet,Sanz,Janet Sanz,80,Female,22-11-2023,Darmstadt,Germany
17899,Theresa,Moreno,Theresa Moreno,79,Female,22-05-2024,Paris,France
17900,Victoria,Snowden,Victoria Snowden,77,Female,01-12-2023,Paris,France
17901,Keith,Tang,Keith Tang,72,Male,01-11-2024,Hannover,Germany
17902,Ruth,Lopez,Ruth Lopez,78,Female,26-11-2023,Stuttgart,Germany
17903,Bethany,Shen,Bethany Shen,72,Female,24-10-2024,Birmingham,United Kingdom
17904,Gina,Torres,Gina Torres,40,Female,02-04-2022,Sunbury,Australia
17905,Calvin,Yuan,Calvin Yuan,39,Male,09-11-2024,North Ryde,Australia
17906,Jonathon,Vazquez,Jonathon Vazquez,41,Male,04-12-2024,Hawthorne,Australia
17907,Priscilla,Luo,Priscilla Luo,41,Female,07-10-2024,Wollongong,Australia
17908,Warren,Yang,Warren Yang,42,Male,11-03-2024,East Brisbane,Australia
17909,Joanna,Ortega,Joanna Ortega,43,Female,21-04-2022,Newcastle,Australia
17910,Dustin,Nara,Dustin Nara,43,Male,11-04-2022,Milsons Point,Australia
17911,Pedro,Rodriguez,Pedro Rodriguez,43,Male,06-04-2022,Coffs Harbour,Australia
17912,Louis,Zhou,Louis Zhou,43,Male,08-04-2022,Lane Cove,Australia
17913,Lacey,Xu,Lacey Xu,44,Female,29-04-2022,Sunbury,Australia
17914,Phillip,Suri,Phillip Suri,41,Male,25-04-2022,Findon,Australia
17915,Aimee,Li,Aimee Li,42,Female,10-04-2022,Darlinghurst,Australia
17916,Tracy,Xu,Tracy Xu,42,Female,18-04-2022,Lavender Bay,Australia
17917,Cristina,Raje,Cristina Raje,41,Female,17-04-2022,Brisbane,Australia
17918,Suzanne,Zeng,Suzanne Zeng,41,Female,27-04-2022,Springwood,Australia
17919,Bruce,Hernandez,Bruce Hernandez,42,Male,17-04-2022,Seaford,Australia
17920,Bradley,Yuan,Bradley Yuan,42,Male,05-04-2022,North Ryde,Australia
17921,Karen,Li,Karen Li,42,Female,02-04-2022,Warrnambool,Australia
17922,Shane,Schmidt,Shane Schmidt,42,Male,29-04-2022,Lane Cove,Australia
17923,Cory,Malhotra,Cory Malhotra,42,Male,26-04-2022,Gold Coast,Australia
17924,Shawna,Lal,Shawna Lal,42,Female,11-04-2022,Sunbury,Australia
17925,Bradley,Raji,Bradley Raji,42,Male,11-04-2022,Darlinghurst,Australia
17926,Carolyn,Ramos,Carolyn Ramos,42,Female,26-04-2022,Springwood,Australia
17927,Douglas,Patel,Douglas Patel,42,Male,19-04-2022,Wollongong,Australia
17928,Terrence,She,Terrence She,76,Male,23-11-2023,Essen,Germany
17929,Alfredo,Rubio,Alfredo Rubio,76,Male,07-11-2023,Mühlheim,Germany
17930,Chelsea,Srini,Chelsea Srini,47,Female,18-09-2024,Paris,France
17931,Jeffery,Zhao,Jeffery Zhao,48,Male,27-08-2024,Saint Ouen,France
17932,Barry,Srini,Barry Srini,53,Male,16-12-2023,Verrieres Le Buisson,France
17933,Virginia,Prasad,Virginia Prasad,59,Female,14-09-2023,Maidenhead,United Kingdom
17934,Nelson,Gill,Nelson Gill,54,Male,16-11-2023,Eilenburg,Germany
17935,Misty,Jai,Misty Jai,59,Female,22-06-2024,Erlangen,Germany
17936,Tonya,Deng,Tonya Deng,54,Female,18-04-2024,Bury,United Kingdom
17937,Heidi,Kapoor,Heidi Kapoor,59,Female,01-09-2023,Runcorn,United Kingdom
17938,Ruben,Gill,Ruben Gill,61,Male,04-01-2025,Lieusaint,France
17939,Kelli,Wang,Kelli Wang,61,Female,03-01-2025,Suresnes,France
17940,Tommy,Yuan,Tommy Yuan,61,Male,06-11-2023,Frankfurt,Germany
17941,David,Jenkins,David Jenkins,60,Male,31-10-2023,Ingolstadt,Germany
17942,Steven,Watson,Steven Watson,55,Male,02-11-2023,Ingolstadt,Germany
17943,Joe,Romero,Joe Romero,55,Male,07-09-2023,Warrington,United Kingdom
17944,Riley,Rivera,Riley Rivera,51,Female,03-12-2023,Drancy,France
17945,Julio,Rubio,Julio Rubio,56,Male,20-11-2023,Frankfurt,Germany
17946,Jocelyn,Washington,Jocelyn Washington,56,Female,29-10-2023,Kassel,Germany
17947,Erick,Srini,Erick Srini,61,Male,11-12-2023,München,Germany
17948,Cheryl,Vazquez,Cheryl Vazquez,60,Female,21-09-2023,West Sussex,United Kingdom
17949,Sophia,Mitchell,Sophia Mitchell,61,Female,06-12-2023,Lille,France
17950,Alberto,Ortega,Alberto Ortega,61,Male,13-12-2023,Colomiers,France
17951,Frederick,Malhotra,Frederick Malhotra,50,Male,05-07-2024,Esher-Molesey,United Kingdom
17952,Brendan,Beck,Brendan Beck,50,Male,24-12-2023,Sulzbach Taunus,Germany
17953,Latoya,Raje,Latoya Raje,49,Female,19-08-2024,Paris,France
17954,Shelby,Torres,Shelby Torres,50,Female,20-05-2024,Saint Germain en Laye,France
17955,Ronnie,Zhao,Ronnie Zhao,49,Male,14-11-2024,Saarlouis,Germany
17956,Jaime,Gomez,Jaime Gomez,44,Male,20-01-2022,Metz,France
17957,Misty,Yuan,Misty Yuan,49,Female,28-01-2022,Sèvres,France
17958,Ricardo,Lal,Ricardo Lal,49,Male,24-09-2023,London,United Kingdom
17959,Ebony,Srini,Ebony Srini,50,Female,12-09-2023,London,United Kingdom
17960,Marie,Rodriguez,Marie Rodriguez,49,Female,13-09-2023,Oxford,United Kingdom
17961,Meghan,Blanco,Meghan Blanco,50,Female,04-11-2024,Maidenhead,United Kingdom
17962,Colin,Zhou,Colin Zhou,45,Male,14-09-2023,London,United Kingdom
17963,Natalie,Collins,Natalie Collins,51,Female,28-11-2023,Darmstadt,Germany
17964,Darren,Suri,Darren Suri,50,Male,01-12-2023,Solingen,Germany
17965,Warren,Chander,Warren Chander,45,Male,20-09-2023,W. York,United Kingdom
17966,Kellie,Gutierrez,Kellie Gutierrez,50,Female,19-09-2023,Watford,United Kingdom
17967,Cassandra,Gonzalez,Cassandra Gonzalez,62,Female,28-12-2024,York,United Kingdom
17968,Nina,Black,Nina Black,62,Female,13-09-2023,Warrington,United Kingdom
17969,Jeffery,Li,Jeffery Li,68,Male,11-09-2023,Kirkby,United Kingdom
17970,Erick,Martinez,Erick Martinez,66,Male,01-04-2024,Berlin,Germany
17971,Mayra,Perez,Mayra Perez,52,Female,22-02-2022,Colombes,France
17972,Alisha,Ma,Alisha Ma,46,Female,15-10-2023,Runcorn,United Kingdom
17973,Johnathan,Rodriguez,Johnathan Rodriguez,41,Male,21-03-2022,Paris,France
17974,Kate,Raje,Kate Raje,51,Female,20-10-2023,Berkshire,United Kingdom
17975,Candace,Sai,Candace Sai,46,Female,31-03-2022,Cergy,France
17976,Daisy,Carlson,Daisy Carlson,51,Female,20-12-2023,München,Germany
17977,Valerie,Zeng,Valerie Zeng,52,Female,25-10-2023,Birmingham,United Kingdom
17978,Armando,Diaz,Armando Diaz,51,Male,18-10-2023,Bury,United Kingdom
17979,Lisa,Lin,Lisa Lin,51,Female,10-10-2023,Runcorn,United Kingdom
17980,Paige,Hughes,Paige Hughes,53,Female,02-12-2023,Kassel,Germany
17981,Fernando,Mitchell,Fernando Mitchell,47,Male,29-09-2023,Warrington,United Kingdom
17982,Francisco,Mehta,Francisco Mehta,52,Male,19-05-2022,Saint Ouen,France
17983,Carol,Saunders,Carol Saunders,53,Female,14-12-2023,Hamburg,Germany
17984,Barbara,Andersen,Barbara Andersen,53,Female,19-12-2023,Hof,Germany
17985,Cedric,Sun,Cedric Sun,53,Male,24-12-2023,Kiel,Germany
17986,Monica,Malhotra,Monica Malhotra,47,Female,16-12-2023,München,Germany
17987,Cara,Sun,Cara Sun,54,Female,05-05-2022,Paris,France
17988,Alfredo,Diaz,Alfredo Diaz,54,Male,23-10-2024,Paris,France
17989,Tiffany,Sun,Tiffany Sun,54,Female,03-12-2023,Ingolstadt,Germany
17990,Kristina,Patel,Kristina Patel,44,Female,22-10-2023,Milton Keynes,United Kingdom
17991,Richard,Kelly,Richard Kelly,49,Male,24-07-2024,Kirkby,United Kingdom
17992,Sandra,Ma,Sandra Ma,55,Female,27-02-2024,Solingen,Germany
17993,Richard,Williams,Richard Williams,89,Male,03-02-2024,Hamburg,Germany
17994,Bradley,Xu,Bradley Xu,55,Male,16-02-2024,Berlin,Germany
17995,Sabrina,Jimenez,Sabrina Jimenez,56,Female,03-09-2024,Stuttgart,Germany
17996,Cedric,Raji,Cedric Raji,50,Male,07-06-2022,Les Ulis,France
17997,April,Sharma,April Sharma,50,Female,18-04-2024,Villeneuve-d'Ascq,France
17998,Tammy,Weber,Tammy Weber,51,Female,25-12-2023,Neunkirchen,Germany
17999,Byron,Romero,Byron Romero,57,Male,24-06-2022,Dunkerque,France
18000,Ramon,She,Ramon She,56,Male,12-10-2023,Billericay,United Kingdom
18001,Ross,Suri,Ross Suri,56,Male,11-11-2024,Berlin,Germany
18002,Gina,Navarro,Gina Navarro,87,Female,21-09-2024,Berlin,Germany
18003,Edwin,Chande,Edwin Chande,86,Male,24-01-2025,Werne,Germany
18004,Tonya,Shen,Tonya Shen,54,Female,10-06-2022,Paris,France
18005,Renee,Ramos,Renee Ramos,53,Female,20-12-2023,Hamburg,Germany
18006,Franklin,Chander,Franklin Chander,85,Male,01-05-2024,Paderborn,Germany
18007,Michele,Suri,Michele Suri,86,Female,27-07-2024,Bracknell,United Kingdom
18008,Deanna,Sai,Deanna Sai,54,Female,17-07-2022,Drancy,France
18009,Deanna,Prasad,Deanna Prasad,55,Female,27-07-2022,Lieusaint,France
18010,Clarence,Jai,Clarence Jai,49,Male,06-08-2022,Orleans,France
18011,Frank,Gomez,Frank Gomez,55,Male,04-08-2022,Paris,France
18012,Karen,Zhu,Karen Zhu,55,Female,02-11-2024,Gloucestershire,United Kingdom
18013,Kathleen,Munoz,Kathleen Munoz,43,Female,14-01-2025,London,United Kingdom
18014,Wayne,Xu,Wayne Xu,56,Male,06-04-2024,Croix,France
18015,Haley,Edwards,Haley Edwards,56,Female,14-11-2024,Dunkerque,France
18016,Tiffany,Liu,Tiffany Liu,50,Female,14-11-2024,Saint-Denis,France
18017,Kurt,Shan,Kurt Shan,50,Male,17-02-2024,Berlin,Germany
18018,Peter,Xie,Peter Xie,51,Male,08-09-2024,Verrieres Le Buisson,France
18019,Yolanda,Raji,Yolanda Raji,56,Female,03-12-2023,München,Germany
18020,Armando,Ruiz,Armando Ruiz,43,Male,23-08-2024,Solingen,Germany
18021,Trisha,She,Trisha She,43,Female,03-10-2023,Milton Keynes,United Kingdom
18022,Victor,Alvarez,Victor Alvarez,40,Male,27-02-2024,Berlin,Germany
18023,Terrence,Raji,Terrence Raji,40,Male,01-10-2024,Bonn,Germany
18024,Nancy,Kapoor,Nancy Kapoor,40,Female,01-04-2024,Woolston,United Kingdom
18025,Benjamin,Flores,Benjamin Flores,41,Male,20-08-2024,Lille,France
18026,Alisha,He,Alisha He,56,Female,29-10-2023,Oxon,United Kingdom
18027,Alexia,Griffin,Alexia Griffin,47,Female,12-12-2023,Saarlouis,Germany
18028,Jessie,Zheng,Jessie Zheng,47,Male,11-11-2023,Oxford,United Kingdom
18029,Carmen,Malhotra,Carmen Malhotra,42,Female,26-08-2024,Bottrop,Germany
18030,Victor,Torres,Victor Torres,44,Male,06-03-2024,Liverpool,United Kingdom
18031,Shawna,Tang,Shawna Tang,45,Female,16-05-2024,Offenbach,Germany
18032,Cassie,Raji,Cassie Raji,44,Female,05-05-2024,Paris,France
18033,Evelyn,Patel,Evelyn Patel,44,Female,01-09-2024,Solingen,Germany
18034,Ethan,Robinson,Ethan Robinson,108,Male,21-05-2024,Paderborn,Germany
18035,Karen,Zhang,Karen Zhang,45,Female,26-12-2024,Werne,Germany
18036,Bruce,Sanchez,Bruce Sanchez,40,Male,28-03-2024,Duesseldorf,Germany
18037,Bruce,Garcia,Bruce Garcia,46,Male,09-09-2024,Gloucestershire,United Kingdom
18038,Kelli,Kumar,Kelli Kumar,45,Female,11-08-2022,Chatou,France
18039,Logan,Clark,Logan Clark,44,Male,04-09-2022,Dunkerque,France
18040,Curtis,Liu,Curtis Liu,46,Male,29-06-2024,Suresnes,France
18041,Sheena,Xie,Sheena Xie,47,Female,17-07-2024,Leeds,United Kingdom
18042,Stanley,Srini,Stanley Srini,47,Male,01-04-2024,York,United Kingdom
18043,Katie,Chande,Katie Chande,41,Female,20-05-2024,Dunkerque,France
18044,Kendra,Carlson,Kendra Carlson,41,Female,07-09-2024,London,United Kingdom
18045,Toni,Arun,Toni Arun,41,Female,08-12-2023,München,Germany
18046,Terry,Jai,Terry Jai,46,Male,23-09-2022,Verrieres Le Buisson,France
18047,Latasha,Alvarez,Latasha Alvarez,46,Female,29-12-2022,Bonn,Germany
18048,Alisha,Sun,Alisha Sun,45,Female,18-11-2024,Berks,United Kingdom
18049,Patrick,Watson,Patrick Watson,48,Male,13-09-2024,Lynnwood,United States
18050,Sara,Cooper,Sara Cooper,59,Female,09-09-2024,Oakland,United States
18051,Caroline,Price,Caroline Price,58,Female,02-12-2024,Shawnee,Canada
18052,Maria,Young,Maria Young,53,Female,17-09-2024,San Francisco,United States
18053,Stefanie,Smith,Stefanie Smith,59,Female,11-02-2024,Charlotte,United States
18054,Jake,Zeng,Jake Zeng,54,Male,23-04-2024,Cliffside,Canada
18055,Trevor,Harrison,Trevor Harrison,53,Male,12-02-2024,Langford,Canada
18056,Haley,Price,Haley Price,47,Female,06-09-2024,El Cajon,United States
18057,Logan,Washington,Logan Washington,42,Male,02-09-2024,Lakewood,United States
18058,Riley,Patterson,Riley Patterson,92,Female,03-09-2024,Berkeley,United States
18059,Bailey,Gonzalez,Bailey Gonzalez,60,Female,07-09-2024,Walla Walla,United States
18060,Sara,Carter,Sara Carter,60,Female,01-09-2024,Redmond,United States
18061,Jesse,Bailey,Jesse Bailey,70,Male,14-07-2024,Daly City,United States
18062,Dylan,Anderson,Dylan Anderson,64,Male,22-09-2024,San Gabriel,United States
18063,Alexandria,Ward,Alexandria Ward,70,Female,26-03-2024,San Carlos,United States
18064,Catherine,Rivera,Catherine Rivera,75,Female,22-03-2024,Lakewood,United States
18065,Julia,Brown,Julia Brown,75,Female,04-09-2024,Haney,Canada
18066,Steve,He,Steve He,74,Male,12-11-2024,Beverly Hills,United States
18067,Jackson,King,Jackson King,73,Male,17-11-2024,Portland,United States
18068,Ethan,Walker,Ethan Walker,73,Male,31-10-2024,Woodland Hills,United States
18069,Elijah,Hill,Elijah Hill,74,Male,01-08-2024,El Cajon,United States
18070,Alyssa,Martinez,Alyssa Martinez,74,Female,23-01-2025,Santa Monica,United States
18071,Katelyn,Campbell,Katelyn Campbell,68,Female,25-04-2024,Grossmont,United States
18072,Maria,Perez,Maria Perez,73,Female,07-09-2024,W. Linn,United States
18073,Robert,Chen,Robert Chen,73,Male,20-01-2025,San Gabriel,United States
18074,Julia,Hall,Julia Hall,73,Female,19-07-2024,Lynnwood,United States
18075,Courtney,Adams,Courtney Adams,73,Female,05-11-2024,Torrance,United States
18076,Andre,Mehta,Andre Mehta,56,Male,29-10-2024,Chula Vista,United States
18077,Philip,Ruiz,Philip Ruiz,67,Male,30-05-2024,Cliffside,Canada
18078,Ruben,Srini,Ruben Srini,73,Male,27-03-2024,Cliffside,Canada
18079,Victoria,Martin,Victoria Martin,73,Female,16-09-2024,La Jolla,United States
18080,Paige,Richardson,Paige Richardson,72,Female,04-09-2024,Novato,United States
18081,Amanda,Parker,Amanda Parker,72,Female,12-07-2024,Port Hammond,Canada
18082,Steven,Sanchez,Steven Sanchez,60,Male,08-11-2024,Edmonds,United States
18083,Osarumwense,Agbonile,Osarumwense Agbonile,72,Male,30-06-2024,Issaquah,United States
18084,Jessica,Diaz,Jessica Diaz,72,Female,19-09-2024,Redmond,United States
18085,Christy,Nath,Christy Nath,71,Female,27-09-2024,Colma,United States
18086,Jaclyn,Zeng,Jaclyn Zeng,71,Female,11-09-2024,Concord,United States
18087,Marcus,Long,Marcus Long,71,Male,29-08-2024,Grossmont,United States
18088,Seth,Stewart,Seth Stewart,72,Male,12-09-2024,Lincoln Acres,United States
18089,Melanie,Gonzales,Melanie Gonzales,70,Female,29-11-2024,Langford,Canada
18090,Lucas,Smith,Lucas Smith,65,Male,21-04-2024,Langley,Canada
18091,Chase,Bell,Chase Bell,65,Male,05-12-2024,Metchosin,Canada
18092,Eduardo,Baker,Eduardo Baker,71,Male,02-12-2024,N. Vancouver,Canada
18093,Grace,Johnson,Grace Johnson,70,Female,16-06-2024,Salem,United States
18094,Roy,Alonso,Roy Alonso,70,Male,19-02-2024,Bellflower,United States
18095,Thomas,Campbell,Thomas Campbell,70,Male,05-02-2024,Beverly Hills,United States
18096,Ariana,Kelly,Ariana Kelly,71,Female,06-09-2024,Beverly Hills,United States
18097,Sydney,Stewart,Sydney Stewart,64,Female,22-03-2024,Renton,United States
18098,Edward,Lee,Edward Lee,69,Male,06-09-2024,W. Linn,United States
18099,Marcus,Edwards,Marcus Edwards,64,Male,10-06-2024,Glendale,United States
18100,Kyle,Li,Kyle Li,69,Male,17-07-2024,Newport Beach,United States
18101,Bailey,Turner,Bailey Turner,70,Female,18-11-2024,Novato,United States
18102,Nicholas,Lewis,Nicholas Lewis,70,Male,04-02-2024,Spring Valley,United States
18103,Chelsea,Gonzalez,Chelsea Gonzalez,69,Female,10-12-2024,Cliffside,Canada
18104,Taylor,Coleman,Taylor Coleman,69,Female,02-04-2024,Tacoma,United States
18105,Destiny,Brooks,Destiny Brooks,63,Female,26-03-2024,W. Linn,United States
18106,Carson,Alexander,Carson Alexander,68,Male,21-04-2024,Bellflower,United States
18107,Laura,Liang,Laura Liang,69,Female,03-01-2025,Burlingame,United States
18108,Colin,Gao,Colin Gao,68,Male,01-09-2024,Colma,United States
18109,Samuel,Campbell,Samuel Campbell,69,Male,23-02-2024,La Jolla,United States
18110,Austin,Li,Austin Li,63,Male,03-02-2024,Long Beach,United States
18111,Timothy,Morris,Timothy Morris,63,Male,15-02-2024,Mill Valley,United States
18112,Sophia,Gonzalez,Sophia Gonzalez,69,Female,10-06-2024,San Francisco,United States
18113,Abigail,Simmons,Abigail Simmons,69,Female,07-11-2024,Torrance,United States
18114,Alexandria,Foster,Alexandria Foster,62,Female,14-01-2025,West Covina,United States
18115,Richard,Young,Richard Young,67,Male,23-11-2024,Seattle,United States
18116,Thomas,Li,Thomas Li,67,Male,12-10-2024,N. Vancouver,Canada
18117,Fernando,Washington,Fernando Washington,56,Male,23-12-2024,Redmond,United States
18118,Megan,Reed,Megan Reed,68,Female,29-11-2024,Newton,Canada
18119,Shawn,Nath,Shawn Nath,62,Male,19-10-2024,Colma,United States
18120,Isabella,Martin,Isabella Martin,68,Female,06-09-2024,Berkeley,United States
18121,Madeline,Young,Madeline Young,51,Female,16-09-2024,Spokane,United States
18122,Justin,Hughes,Justin Hughes,66,Male,25-10-2024,Langley,Canada
18123,Emily,Hughes,Emily Hughes,61,Female,03-03-2024,Downey,United States
18124,Calvin,Chander,Calvin Chander,50,Male,16-09-2024,Neunkirchen,Germany
18125,Leah,Cai,Leah Cai,51,Female,30-12-2022,Sulzbach Taunus,Germany
18126,Larry,Ortega,Larry Ortega,61,Male,21-11-2023,Leeds,United Kingdom
18127,Franklin,He,Franklin He,61,Male,03-11-2023,London,United Kingdom
18128,Roberto,Suarez,Roberto Suarez,62,Male,15-04-2024,Bobigny,France
18129,Elizabeth,Rodriguez,Elizabeth Rodriguez,63,Female,05-06-2024,Chatou,France
18130,Kaitlyn,Mitchell,Kaitlyn Mitchell,63,Female,08-01-2023,Neunkirchen,Germany
18131,Ann,Malhotra,Ann Malhotra,64,Female,16-09-2022,Roissy en Brie,France
18132,Adrienne,Blanco,Adrienne Blanco,64,Female,14-09-2022,Sèvres,France
18133,Karen,Smith,Karen Smith,47,Female,07-02-2023,Frankfurt,Germany
18134,Melody,Romero,Melody Romero,58,Female,12-02-2023,Hof,Germany
18135,Blake,Diaz,Blake Diaz,58,Male,04-11-2023,Gateshead,United Kingdom
18136,Carl,Xie,Carl Xie,58,Male,16-11-2023,London,United Kingdom
18137,Gabriel,Kumar,Gabriel Kumar,65,Male,03-09-2022,Saint Germain en Laye,France
18138,Walter,Alonso,Walter Alonso,65,Male,06-12-2024,Paris,France
18139,Jennifer,Washington,Jennifer Washington,54,Female,23-02-2023,Hamburg,Germany
18140,Anthony,White,Anthony White,65,Male,21-02-2023,Neunkirchen,Germany
18141,Deanna,Chandra,Deanna Chandra,59,Female,04-11-2023,Berkshire,United Kingdom
18142,Riley,Bradley,Riley Bradley,66,Female,28-10-2024,Roubaix,France
18143,Chad,Shen,Chad Shen,75,Male,05-10-2022,Paris,France
18144,Katie,Chapman,Katie Chapman,70,Female,30-11-2024,Paris,France
18145,David,So,David So,64,Male,10-02-2024,Bonn,Germany
18146,Eugene,Wang,Eugene Wang,76,Male,23-10-2024,Hamburg,Germany
18147,Katrina,Luo,Katrina Luo,75,Female,27-11-2023,York,United Kingdom
18148,Jaclyn,Huang,Jaclyn Huang,74,Female,16-10-2022,Colombes,France
18149,Rebekah,Blanco,Rebekah Blanco,63,Female,04-04-2024,Berkshire,United Kingdom
18150,Mitchell,Deng,Mitchell Deng,73,Male,21-02-2024,Colombes,France
18151,Brendan,She,Brendan She,68,Male,23-03-2024,Saint Germain en Laye,France
18152,Bryant,Suri,Bryant Suri,74,Male,26-02-2024,Pantin,France
18153,Karen,Gao,Karen Gao,73,Female,02-01-2025,Berlin,Germany
18154,Calvin,She,Calvin She,73,Male,27-05-2024,Berlin,Germany
18155,Arianna,Morgan,Arianna Morgan,65,Female,30-06-2024,Billericay,United Kingdom
18156,Trisha,Zhang,Trisha Zhang,56,Female,01-09-2024,High Wycombe,United Kingdom
18157,Isabella,Hall,Isabella Hall,67,Female,19-04-2023,Frankfurt,Germany
18158,Jeremiah,Griffin,Jeremiah Griffin,67,Male,28-10-2023,Oxford,United Kingdom
18159,Jaime,Serrano,Jaime Serrano,60,Female,23-01-2025,Saint Ouen,France
18160,Bryan,Rivera,Bryan Rivera,60,Male,17-11-2023,Gateshead,United Kingdom
18161,Tanya,Sanz,Tanya Sanz,66,Female,24-05-2024,Cergy,France
18162,Misty,Pal,Misty Pal,66,Female,10-10-2024,Colombes,France
18163,Gabriel,Zhang,Gabriel Zhang,67,Male,12-11-2022,Metz,France
18164,Alisha,Wang,Alisha Wang,66,Female,18-05-2023,Salzgitter,Germany
18165,Randall,Gill,Randall Gill,66,Male,11-04-2024,Birmingham,United Kingdom
18166,Julian,Wood,Julian Wood,66,Male,09-11-2023,Oxford,United Kingdom
18167,Raul,Chander,Raul Chander,68,Male,05-06-2023,Frankfurt am Main,Germany
18168,Pedro,Sanz,Pedro Sanz,51,Male,19-11-2023,Esher-Molesey,United Kingdom
18169,Alisha,Liang,Alisha Liang,63,Female,26-03-2024,Berlin,Germany
18170,Adam,Perez,Adam Perez,68,Male,08-03-2024,Ingolstadt,Germany
18171,Alejandro,Zeng,Alejandro Zeng,69,Male,26-06-2023,Stuttgart,Germany
18172,Willie,Black,Willie Black,69,Male,20-10-2024,Birmingham,United Kingdom
18173,Brent,Zhang,Brent Zhang,69,Male,03-11-2023,London,United Kingdom
18174,Jill,Munoz,Jill Munoz,65,Female,30-01-2024,Orly,France
18175,Carrie,Hernandez,Carrie Hernandez,70,Female,22-11-2022,Paris,France
18176,Bradley,Kumar,Bradley Kumar,70,Male,10-06-2023,Leipzig,Germany
18177,Reginald,Suarez,Reginald Suarez,64,Male,04-11-2023,London,United Kingdom
18178,Tracy,Goel,Tracy Goel,70,Female,08-06-2024,Reading,United Kingdom
